cut_off	num_rel	true_recall	SWIFT	SWIFT+forget0.1	SWIFT+forget0.2	SWIFT+forget0.5
30	31	0.015144113336590131	0.0025876460767946577	0.002549342105263158	0.002549342105263158	0.002549342105263158
60	61	0.02979970688812897	0.005091819699499165	0.005016447368421053	0.005016447368421053	0.005016447368421053
90	91	0.044455300439667805	0.007595993322203673	0.007483552631578947	0.007483552631578947	0.007483552631578947
120	121	0.05911089399120664	0.01010016694490818	0.009951476272719795	0.009951476272719795	0.009951476272719795
150	151	0.07376648754274548	0.012604340567612688	0.012418784439509828	0.012418784439509828	0.012418784439509828
180	175	0.08549096238397655	0.03437269825691119	0.03372518789747543	0.033842583639528134	0.03419304415787417
210	193	0.09428431851489985	0.02556757025289628	0.02508774210321071	0.02507796257796258	0.025048669695003245
240	208	0.10161211529066927	0.02081977878986161	0.020500689927064854	0.020516867232195698	0.02056555269922879
270	232	0.11333659013190034	0.0232243856048976	0.022852639873916468	0.022852639873916468	0.022850389047572146
300	260	0.1270151441133366	0.021777368288801408	0.021457456466121978	0.021457456466121978	0.021457456466121978
330	284	0.13873961895456766	0.037543169687908017	0.03684483653347172	0.036830501880430556	0.036782800155420285
360	308	0.15046409379579873	0.02582376121405215	0.025444031391986782	0.025444031391986782	0.025444031391986782
390	332	0.1621885686370298	0.03679179941823294	0.03613015562085102	0.03608303445277687	0.03594629709831096
420	352	0.1719589643380557	0.04646021349266374	0.04566683964711987	0.0457202234056371	0.04587514661801121
450	371	0.18124084025403028	0.04114108286438552	0.040453603750954095	0.040453603750954095	0.040449193196685565
480	397	0.19394235466536394	0.04400720520995807	0.04327447133202529	0.04327447133202529	0.04326975476839237
510	424	0.2071323888617489	0.042478585382980064	0.04183522446965959	0.041868272933741485	0.04196357878068092
540	453	0.22129946262823644	0.04536578038157613	0.04467896242232962	0.04471424341131182	0.04481598733676296
570	477	0.2330239374694675	0.047774049777178515	0.04698118782625825	0.046948818897637794	0.04684277717764902
600	501	0.24474841231069858	0.04217171717171717	0.04155607166556072	0.04155607166556072	0.04155607166556072
630	523	0.2554958475818271	0.05788760065308279	0.05689111280321984	0.056860186997173295	0.05675529028757461
660	541	0.2642892037127504	0.0872510281430489	0.08584576324976198	0.0861602165949992	0.08711755233494364
690	560	0.27357107962872496	0.09025707148053926	0.08853754940711463	0.08859357696567	0.08873395658374267
720	580	0.28334147532975085	0.07906862611455197	0.07744692215249031	0.07726122285866524	0.07669928590320021
750	600	0.29311187103077674	0.060256088375625225	0.059353051736076766	0.0593941793704217	0.05952971524952872
780	623	0.30434782608695654	0.06257847421026538	0.06164044721480162	0.06168316831683168	0.0618239555423241
810	646	0.3155837811431363	0.06490179333905718	0.06392874814448293	0.06397939982172923	0.06411910669975186
840	665	0.3248656570591109	0.10666452802970151	0.1048234552332913	0.10505529225908374	0.10572337042925278
870	691	0.33756717147044457	0.11063966055579455	0.10881889763779527	0.10912823752368919	0.11006690028671551
900	718	0.3507572056668295	0.06086293125370857	0.05998329156223893	0.05998329156223893	0.05998329156223893
930	743	0.3629702002931119	0.06300881953867028	0.06209778520685332	0.06209778520685332	0.06209778520685332
960	769	0.37567171470444555	0.07727478269611113	0.07601067510131462	0.0759581193204267	0.07579341612458111
990	796	0.3888617489008305	0.06754348748408995	0.0665663154373641	0.0665663154373641	0.0665663154373641
1020	822	0.40156326331216413	0.0825757195238704	0.08134586838198911	0.08141031989699911	0.08158808933002482
1050	850	0.4152418172936004	0.07216232277782494	0.07112375533428165	0.07112375533428165	0.07112375533428165
1080	865	0.4225696140693698	0.07352941176470588	0.07246983914209115	0.07246983914209115	0.07246983914209115
1110	892	0.43575964826575475	0.07584389082561006	0.07475069136009385	0.07475069136009385	0.07475069136009385
