cut_off	num_rel	true_recall	SWIFT	SWIFT+forget0.1	SWIFT+forget0.2	SWIFT+forget0.5
30	5	0.0016688918558077437	0.0006511594255330717	0.0006391409945033875	0.0006391409945033875	0.0006391409945033875
60	7	0.002336448598130841	0.0019241759171800313	0.0019011406844106464	0.0019289060347203086	0.0020126509488211618
90	22	0.007343124165554072	0.0015936832192442723	0.0015741270749856898	0.0015767218519314842	0.001584215453301649
120	33	0.011014686248331108	0.0023912177095095273	0.0023600085818493884	0.002362035645265192	0.0023677979479084454
150	45	0.015020026702269693	0.003261460409502985	0.0032214188560383706	0.0032265003226500323	0.003241841365895829
180	58	0.019359145527369826	0.003366246127731022	0.003323210909299261	0.0033218785796105383	0.0033176982038668344
210	69	0.02303070761014686	0.00500308160824998	0.004924350556665715	0.004914529914529914	0.004885301614273577
240	76	0.025367156208277702	0.008793052331723231	0.008684721746086161	0.008729611762003216	0.008867110022167776
270	90	0.030040053404539385	0.003928272651224489	0.0038860103626943004	0.0038860103626943004	0.0038860103626943004
300	110	0.036715620827770364	0.00797824116049212	0.0078807852127812	0.007893226176808266	0.007930785868781542
330	135	0.04506008010680908	0.0049162418062636565	0.0048680225010817825	0.0048680225010817825	0.0048680225010817825
360	156	0.0520694259012016	0.011301481508342277	0.01115321369843426	0.011160394906281299	0.011179590081697005
390	184	0.06141522029372497	0.006703340741010601	0.006637567187330905	0.006637567187330905	0.006637567187330905
420	206	0.06875834445927904	0.008994913071015461	0.008905412415701194	0.008912733093929823	0.008933992540549917
450	230	0.07676902536715621	0.010043302645474731	0.009935634368655234	0.009935634368655234	0.009935634368655234
480	256	0.08544726301735647	0.0111781443989318	0.011049723756906077	0.01104114551884758	0.011015490533562823
510	279	0.0931241655540721	0.016178954311861816	0.015961098398169338	0.015942857142857144	0.015886573283225146
540	301	0.10046728971962617	0.01745142517557699	0.017257195275771128	0.01727799781872453	0.01733771096135015
570	321	0.10714285714285714	0.014022467983502268	0.013872682484117724	0.013872682484117724	0.013872082973206568
600	345	0.11515353805073432	0.020810712993160407	0.02051007668985197	0.020471132736011394	0.02035158093440302
630	369	0.12316421895861149	0.01787985608896977	0.01765634719364563	0.01763272327615043	0.017564737242955066
660	391	0.13050734312416556	0.018946322790107398	0.018709029140150248	0.018684889611010228	0.018612843337934976
690	416	0.13885180240320427	0.015193017055622511	0.015044663845792195	0.015044663845792195	0.015044663845792195
720	439	0.1465287049399199	0.021269122224787083	0.021003779723458207	0.020976681957186546	0.020894811994288436
750	461	0.15387182910547398	0.01684572096762406	0.01668114054132291	0.01668114054132291	0.01668114054132291
780	485	0.16188251001335113	0.017726608187134504	0.017553384002895404	0.017553384002895404	0.017553384002895404
810	512	0.17089452603471295	0.01871550243082209	0.01853259492525428	0.01853259492525428	0.01853259492525428
840	538	0.1795727636849132	0.019668774905860418	0.019476523187199075	0.019476523187199075	0.019476523187199075
870	559	0.18658210947930573	0.03231283915115961	0.031981234624406434	0.032043565491544856	0.032230166051660514
900	586	0.19559412550066757	0.025609836041718886	0.025356988316745998	0.025376753854148622	0.02543623578435628
930	608	0.20293724966622162	0.026574781639534056	0.02631237287402086	0.02633288578977002	0.026394616887345346
960	633	0.21128170894526035	0.023163056206088994	0.022937275790846832	0.022937275790846832	0.022937275790846832
990	656	0.21895861148197596	0.0378717354751904	0.03745574968596551	0.03749857093860752	0.03762762418263164
1020	682	0.22763684913217624	0.03935627673466756	0.03892471890873809	0.03896920175989944	0.03910774700384197
1050	708	0.2363150867823765	0.02592172225680079	0.025668914509462692	0.025668914509462692	0.025668914509462692
1080	730	0.24365821094793058	0.043778110944603266	0.043185044959772836	0.043128914096656035	0.042963922076393386
1110	756	0.2523364485981308	0.033046531789835645	0.03267070008643042	0.03264671589584143	0.03257216716932357
1140	779	0.26001335113484647	0.02854107129772111	0.02826355126623612	0.02826355126623612	0.02826355126623612
1170	805	0.26869158878504673	0.03518997486433948	0.034843959658918754	0.0348711284383799	0.03495288958360471
1200	831	0.277369826435247	0.03632495756263663	0.03596779778393352	0.03599584163562332	0.03608023619312261
1230	858	0.2863818424566088	0.03144815452846095	0.031142245290552067	0.031142245290552067	0.031142245290552067
1260	880	0.2937249666221629	0.05064201704855418	0.05016531752365751	0.05030008573878251	0.05070584845865745
1290	901	0.3007343124165554	0.033044817721704686	0.032724367123088655	0.032724367123088655	0.032724367123088655
1320	921	0.3074098798397864	0.04455247977362592	0.04405855338691159	0.04405855338691159	0.04405644582635733
1350	946	0.3157543391188251	0.04136996086038531	0.04090280179868558	0.04087099282813445	0.04077761972498815
1380	969	0.3234312416555407	0.04237949106711074	0.04190089077229093	0.041868302799861735	0.041774443869632694
1410	994	0.3317757009345794	0.04347287318958515	0.04304707461781646	0.04308065704503099	0.04317984361424848
1440	1017	0.3394526034712951	0.0373457696827262	0.03698316302410997	0.03698316302410997	0.03698316302410997
1470	1040	0.3471295060080107	0.04549265483181756	0.04504699614501668	0.04508214486973861	0.04518595759471672
1500	1067	0.3561415220293725	0.04666963120644428	0.04617848177962434	0.04617848177962434	0.046176483316743844
1530	1094	0.3651535380507343	0.047846401679482745	0.04737981810307492	0.047414727170285616	0.0475238922675934
1560	1118	0.37316421895861146	0.04108330577297615	0.04068561446923105	0.04068561446923105	0.04068561446923105
1590	1142	0.38117489986648867	0.04197449185871283	0.0415680850289375	0.0415680850289375	0.0415680850289375
1620	1163	0.38818424566088117	0.06670538217227158	0.06598581560283688	0.0660570260138589	0.0662791360346498
1650	1184	0.3951935914552737	0.06790110181585539	0.0672192574088793	0.06734159936298487	0.06772293084710862
1680	1206	0.40253671562082777	0.058296777000347695	0.057656451690012905	0.057656451690012905	0.057653695381967685
1710	1222	0.40787716955941256	0.10155898302527798	0.10038610038610038	0.1006423982869379	0.10141078838174274
1740	1245	0.41555407209612816	0.04583946980854197	0.04539653600729262	0.04539653600729262	0.04539653600729262
1770	1265	0.42222963951935916	0.07252140886457281	0.07179341657207719	0.07192812873144937	0.07233117959860484
1800	1286	0.42923898531375165	0.056324868057081194	0.05573372627199445	0.05573372627199445	0.05573372627199445
1830	1314	0.438584779706275	0.04841740668410774	0.04794920449569406	0.04794920449569406	0.04794920449569406
1860	1336	0.4459279038718291	0.049242563856842725	0.04876802336192736	0.04876802336192736	0.04876802336192736
1890	1357	0.4529372496662216	0.05944497579714816	0.058780213116174304	0.058734418282548474	0.058605052904340316
1920	1380	0.4606141522029373	0.06045781461069778	0.059825725061776566	0.059825725061776566	0.05982313161088954
1950	1406	0.46929238985313754	0.051860868282247057	0.0513607305936073	0.0513607305936073	0.0513607305936073
1980	1427	0.47630173564753003	0.08166477097958862	0.08061236018528979	0.08052592968794087	0.08025871766029247
2010	1452	0.48464619492656874	0.05358526774181644	0.05306823581009466	0.05306823581009466	0.05306823581009466
2040	1475	0.4923230974632844	0.06463392368091013	0.06400798472487415	0.06405523950145481	0.06420021762785637
2070	1496	0.4993324432576769	0.05524168236032643	0.05471035693387946	0.05471035693387946	0.05471035693387946
2100	1518	0.5066755674232309	0.06653857674078478	0.0657968878678861	0.06574844074844075	0.06560069144338808
2130	1542	0.5146862483311081	0.06759353287995039	0.06688934195115603	0.06688934195115603	0.06688644053092739
2160	1565	0.5223631508678238	0.10934497816618602	0.10786408436143084	0.10778236914600552	0.10753796468082183
2190	1587	0.5297062750333779	0.05866479373059293	0.058099945085118065	0.058099945085118065	0.058099945085118065
2220	1604	0.5353805073431241	0.0703513914576078	0.0696694609738088	0.0697239730493371	0.06987888821120501
2250	1626	0.5427236315086782	0.06015315748584958	0.059575715384897227	0.059575715384897227	0.059575715384897227
2280	1649	0.5504005340453939	0.0610198342214328	0.060433922157883166	0.060433922157883166	0.060433922157883166
2310	1666	0.5560747663551402	0.09516397363861495	0.09415089008194405	0.09425742574257426	0.0945731153496821
2340	1686	0.5627503337783711	0.11754453236657719	0.11604377451992566	0.11604377451992566	0.11604377451992566
2370	1704	0.5687583444592791	0.07481942787733388	0.07409662129843023	0.07415143603133159	0.07431636791835666
2400	1718	0.5734312416555407	0.11975880938299968	0.11831955922865013	0.11840110268780152	0.11866279872910623
2430	1740	0.5807743658210948	0.09939662251425854	0.09848313334842654	0.09873460818248879	0.09948542024013722
2460	1766	0.589452603471295	0.06550202143837394	0.06487399897142017	0.06487399897142017	0.06487399897142017
2490	1784	0.595460614152203	0.08635984073776941	0.08542424822830876	0.08542424822830876	0.08542015800813982
2520	1803	0.6018024032042724	0.10295576699340947	0.10193927743540454	0.10212404418011894	0.10267653758542142
2550	1823	0.6084779706275033	0.08015359474737029	0.07932294839439562	0.07932294839439562	0.07931949701953618
2580	1843	0.6151535380507344	0.08925263629432924	0.08823247797778629	0.08818181818181818	0.08802177858439202
2610	1859	0.6204939919893191	0.0817867853555941	0.08093869731800767	0.08093869731800767	0.08093869731800767
2640	1877	0.6265020026702269	0.1071874710010641	0.10605718160244096	0.10617116352734883	0.10652062879518756
2670	1897	0.633177570093458	0.13183223878551323	0.13062039523514427	0.13107165065984938	0.13246281684239927
2700	1912	0.6381842456608812	0.15532192879761747	0.1540072492952074	0.15479274611398963	0.15717221537196877
2730	1931	0.6445260347129506	0.09362537727733482	0.09250299401197605	0.09239234449760765	0.09206197854588796
2760	1941	0.6478638184245661	0.1996772347643188	0.1974165988608625	0.1981218740430744	0.20022694450175366
2790	1958	0.6535380507343124	0.1360619853378441	0.1346259625962596	0.13490423039823618	0.13574597892401552
2820	1975	0.6592122830440588	0.13722424874096054	0.1358695652173913	0.13624448123620309	0.1373817473567056
2850	1988	0.6635514018691588	0.2041159446338812	0.2014388489208633	0.2017659596062113	0.20273302059963288
2880	2006	0.6695594125500668	0.11469165183715883	0.11324376199616124	0.11312242711329161	0.11276631626285907
2910	2020	0.6742323097463284	0.11976047904210153	0.11821161048689138	0.11807341594575638	0.11766076421248835
2940	2040	0.6809078771695594	0.11665892276357955	0.11535199321458864	0.11539114203292042	0.11550874808900968
2970	2059	0.6872496662216289	0.1893320897727669	0.18714779131067077	0.18762529615454712	0.18903782592728607
3000	2080	0.6942590120160214	0.09193031564223504	0.09104836944626833	0.09111218187393227	0.09131217349312963
3030	2100	0.7009345794392523	0.09283477620196509	0.09187557422233888	0.09187557422233888	0.09187557422233888
3060	2113	0.7052736982643525	0.14662919399080557	0.14439964463883004	0.14400599741020922	0.14283782870276482
3090	2130	0.7109479305740988	0.17225460794595676	0.17023657289002558	0.1705227763990073	0.17135961383748993
3120	2140	0.7142857142857143	0.21820730969084523	0.21511861680739847	0.21518350930115637	0.21542178377290114
3150	2158	0.7202937249666221	0.12350041848794685	0.12186582335667495	0.12165285529060263	0.12101839389860924
3180	2169	0.7239652870493992	0.2617115622468333	0.25821428571428573	0.2587379219849696	0.26019673704414586
3210	2188	0.7303070761014686	0.10661858759612654	0.105471197879007	0.105471197879007	0.10546611394967705
3240	2204	0.7356475300400535	0.17807342970491205	0.17577159263099132	0.17582768248903072	0.1760102220092637
3270	2218	0.7403204272363151	0.12704322362164785	0.1258011457092621	0.12601556729731264	0.12667770860700212
3300	2237	0.7466622162883845	0.1091046541402377	0.1078696113414987	0.10780722891566265	0.10761533650839467
3330	2249	0.7506675567423231	0.19778601031194207	0.19436522340333592	0.19362892811020233	0.19142054642948336
3360	2265	0.7560080106809078	0.13448521553280032	0.13276670574443142	0.1326112412177986	0.13214702450408403
3390	2279	0.7606809078771696	0.0858574442435202	0.08503414051714488	0.08503414051714488	0.08503414051714488
3420	2296	0.7663551401869159	0.1592951052835736	0.15753001715265866	0.15774647887323945	0.15839944808554673
3450	2309	0.770694259012016	0.21079745159867402	0.2086760054225034	0.20947110586954548	0.2118737383006056
3480	2318	0.7736982643524699	0.2566067441999661	0.2546413270350434	0.25647267094489934	0.2620985979194934
3510	2326	0.7763684913217623	0.27815480283556804	0.2748109640831758	0.27569041128363164	0.2782296650717703
3540	2342	0.7817089452603472	0.21379341823066436	0.2119073470865002	0.21298654056020372	0.21627112383414904
3570	2354	0.7857142857142857	0.2382455452317911	0.2367732850533092	0.2387423935091278	0.24477487782052615
3600	2366	0.7897196261682243	0.10556923054050969	0.1044822256568779	0.1044822256568779	0.1044776119402985
3630	2374	0.7923898531375166	0.262389703851681	0.25914201506385764	0.25976583871320713	0.26162662552347365
3660	2391	0.798064085447263	0.10680385047768394	0.10570291777188329	0.10570291777188329	0.10570291777188329
3690	2403	0.8020694259012016	0.13825342145583921	0.13680614859094792	0.1369542915764277	0.13739279588336192
3720	2416	0.8064085447263017	0.19501301566634108	0.19264811418547165	0.19283262830233858	0.19338829744657007
3750	2429	0.8107476635514018	0.21319407111642455	0.21052175420350147	0.2107409335415582	0.21129088378566457
3780	2441	0.8147530040053405	0.14559227007059625	0.1437404310446355	0.14357134454770026	0.1430664634861095
3810	2451	0.818090787716956	0.10980280890916388	0.10859548072662827	0.10851855131497387	0.10828841565785986
3840	2461	0.8214285714285714	0.29246264000713035	0.28980216674517195	0.29151859748874676	0.296648987463838
3870	2471	0.8247663551401869	0.22534018590606805	0.22267279444895016	0.22307483975805723	0.22431009440813363
3900	2479	0.8274365821094793	0.2503424030709217	0.24583498611662039	0.24488787908722712	0.24199531433033972
3930	2491	0.8314419225634179	0.17354652175462817	0.1715210355987055	0.17162739424004408	0.1719828776581055
3960	2497	0.8334445927903872	0.35399706647543394	0.3504561403508772	0.3524347212420607	0.3581982498924114
3990	2502	0.835113484646195	0.3547445971980972	0.3528416302355098	0.35651182673126247	0.3678870754300838
4020	2508	0.8371161548731643	0.2534885630730612	0.2498256798485905	0.24975104560844452	0.2495274102079395
4050	2515	0.839452603471295	0.3383692561704329	0.33573621679348553	0.3383559800887932	0.3463233269071881
4080	2525	0.8427903871829105	0.2221611218042313	0.21870939800779557	0.218255683291555	0.2167940242122435
4110	2533	0.845460614152203	0.17706476530041593	0.17534265540634086	0.17580510827318158	0.17720721981250875
4140	2537	0.8467957276368492	0.42317975990467666	0.4150850785340314	0.41366378607533016	0.409061593034505
4170	2543	0.8487983978638184	0.3512430939245875	0.3458452332381341	0.3457982050584716	0.3454224395544689
4200	2544	0.8491321762349799	0.5101028891330699	0.5073793378540088	0.5129032258064516	0.5298896063320142
4230	2548	0.8504672897196262	0.5307886756374626	0.5205311542390194	0.518835267766239	0.5135026199113261
4260	2557	0.8534712950600801	0.2860993571497542	0.2824790101634998	0.282979194333776	0.2843006448743607
4290	2564	0.855807743658211	0.28318106235961216	0.2784535186794092	0.2778199154838011	0.27590659636285375
4320	2572	0.8584779706275033	0.18062431967450637	0.17800539829746004	0.1776243093922652	0.17645444566410537
4350	2576	0.8598130841121495	0.3708776129095453	0.36435643564356435	0.36343115124153497	0.36033011610015386
4380	2587	0.8634846461949266	0.26236158385566993	0.25797766254487436	0.25731052317485575	0.25525407005426737
4410	2598	0.8671562082777036	0.2869150678891465	0.28260633090394865	0.28245270711024134	0.28199283620970367
